Genotype	X.1060..pyruvic.acid..6.714	X.971..oxalic.acid..7.883	X.6287..L.valine.2..9.151	X.700..ethanolamine..9.879	X.6106..L.leucine.2..9.945	X.938..nicotinic.acid..10.27	X.791..DL.isoleucine.2..10.225	X.444266..maleic.acid..10.323	X.439194..glyceric.acid..10.735	X.444972..fumaric.acid..10.94	X.439742..beta.cyano.L.alanine..11.288	X.6288..L.threonine.2..11.464	X.239..Beta..alanine..1..12.044	X.12647..L.homoserine.2..12.359	X.5960..aspartic.acid.2..13.207	X.5810..trans.4.hydroxy.L.proline.2..13.267	X.119..gamma.aminobutyric.acid..GABA...13.326	X.5460407..threonic.acid..13.652	X.1001..phenethylamine..13.742	X.51..alpha.ketoglutaric.acid..13.859	X.738..L.glutamine.2..14.083	X.236..L.asparagine.2..14.984	X.2724705..1.6.anhydro.glucose..15.326	X.6912..xylitol..15.376	X.827..ribitol..15.66	X.754..glycerol.1.phosphate..16.056	X.439183..3.phosphoglyceric.acid..16.504	X.6262..L.ornithine.2..16.632	X.9750..citrulline.2..16.691	X.835..dehydroascorbic.acid..1..16.863	X.204..allantoin.1..17.293	X.448388..D.allose.1..17.278	X.5962..L.lysine.2..17.643	X.637542..4.hydroxycinnamic.acid..17.854	X.6057..tyrosine.2..17.871	X.128869..galactonic.acid.2..18.504	X.5460673..D.saccharic.acid..18.614	X.3037582..mucic.acid..18.907	X.1549111..caffeic.acid..19.755	X.5280450..linoleic.acid..20.399	X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65	X.439958..D.glucose.6.phosphate.1..21.394	X.60961..adenosine..23.825	X.5460935..turanose.1..24.81	X.6255..maltose.1..24.702	X.6255..maltose..2..24.915	X.642609..trans.caftaric.acid.2..25.529	X.6537496..chlorogenic.acid.1..26.37	X.439451..galactinol.2..26.479	X.2116..alpha.tocophereol..27.379	X.6537496..chlorogenic.acid.2..27.18._alt	X.5321515..stigmasterol..28.442	X.5321342..beta.sitosterol..28.848	X.439242..Raffinose..29.282	X.750..glycine..10.456..s100	X.5951..L.serine.2..11.174..s100	X.92824..D.malic.acid..12.794..s100	X.33032..L.glutamic.acid.3..dehydrated...13.232..s100	X.444212..trans.aconitic.acid..15.842..s100	X.8742..shikimic.acid..16.433..s100	X.311..citric.acid..16.615..s100	X.6508..quinic.acid..17.076..s100	X.5984..fructose.1..17.18..s100	X.892..myo.inositol..19.354..s100	X.5988..Sucrose..23.988..s100	X.6537496..chlorogenic.acid.2..27.18..s100
Tzi8	0.10243982	NA	NA	0.033521517	0.08558594	NA	NA	NA	NA	NA	0.113622935	NA	NA	NA	NA	NA	0.289253934	NA	0.001588413	NA	NA	1.110375893	NA	NA	0.02016129	0.364981864	NA	NA	NA	0.001316542	0.153643675	NA	NA	NA	NA	NA	NA	NA	0.01974385	0.011955915	NA	NA	NA	NA	NA	NA	NA	0.005069222	0.0355552	NA	0.054057433	NA	0.000301841	0.163026446	NA	NA	NA	NA	NA	NA	NA	0.507548762	0.067634096	NA	NA	0.004923106
Tzi9	0.021837033	0.000310172	0.00468333	0.002861693	0.001406356	0.001480769	0.001399541	5.74E-05	0.026475594	0.01360756	0.000301916	0.006818463	0.002115574	0.001143558	0.070115529	0.000414283	0.0043992	0.009062084	0.003731316	0.012917735	0.000459939	0.001920262	0.003526806	0.001870949	0.019230769	0.015063284	0.008450993	0.002883579	0.001343524	0.002862635	0.003511015	0.000625774	0.000614969	0.007294913	0.016179693	0.000626827	0.001737583	0.009575269	NA	0.001015456	6.31E-05	0.018691487	0.000629486	0.001803352	0.003318972	0.005294254	NA	0.000316045	0.018946196	0.001043769	0.001518114	0.000539726	0.003269493	0.00969761	0.053443063	0.044709439	0.036916359	0.013828239	0.011919158	0.027337364	0.030254171	0.00525697	0.039351696	0.092229314	1.396601724	0.008207368
Tzi10	0.008924666	6.26E-05	0.009997899	0.002644224	0.000285078	NA	0.003552259	7.22E-05	0.011031378	0.006142633	0.000493678	0.011041703	0.002156419	0.00119775	0.111817688	0.000363226	0.007275527	0.006600205	0.00088386	0.003897122	0.000668769	0.002195679	0.001083248	NA	0.021413276	0.013449629	0.004117469	0.002775418	0.001052026	0.0022384	0.00428681	0.000537266	0.000528115	0.004106712	0.014362486	0.000949148	0.000245634	0.002621472	NA	0.00127058	5.72E-05	0.013101736	0.000166249	0.00025905	0.003491608	0.002627655	NA	0.000334972	0.011274847	0.001179635	0.00937655	0.000374849	0.002091069	0.00592921	0.099981321	0.045197998	0.034500143	0.012559879	0.012542313	0.032058432	0.017765349	0.038956119	0.043330119	0.035032987	0.675229635	0.003314169
Tzi11	0.004786703	0.000142191	0.006354326	0.002311791	0.001776643	0.001983217	0.001131041	0.000233932	0.024132925	0.015411468	0.000721873	0.005413366	0.001433395	0.001385448	0.075910883	0.001362641	0.008871611	0.009436847	0.000138152	0.004954716	0.000306506	0.004854102	0.001860649	0.002214476	0.018975332	0.013064072	0.003553115	0.004918372	0.004526836	0.001281592	0.000905413	0.000826412	0.000628084	0.006850002	0.010792549	0.000559548	0.000998917	0.007439752	NA	0.000353031	0.00161119	0.010536777	0.000391536	0.001496414	0.002072115	0.004281529	1.50E-05	0.00016659	0.015288217	0.000215845	0.005576714	0.001642642	0.001049253	0.039002533	0.046632454	0.053932743	0.039840071	0.011092646	0.028286924	0.063582938	0.025286899	0.045752085	0.083763698	0.054894376	1.020245772	0.001625296
Tzi16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tzi18	0.00669032	NA	0.002956936	0.000902266	0.001640255	0.000129461	0.001589156	NA	0.009435897	0.007913856	0.000165456	0.004359051	0.001233445	0.000434877	NA	0.004818192	0.006455661	0.022073246	9.11E-05	0.002723403	NA	0.000135942	0.000774465	0.001792427	0.019685039	0.005805033	0.001127069	0.000444036	0.000146066	NA	0.000106376	0.001486262	7.51E-05	0.001649521	0.00406633	0.000513668	0.000853845	0.009853473	0.00437587	NA	0.000122177	0.005525382	0.000287472	0.001147744	0.001725527	0.001842133	2.29E-05	0.000107393	0.008319648	NA	0.000202682	NA	NA	0.02456981	0.048220388	0.042001825	0.024306514	0.004987584	0.028604325	0.036510177	0.018162234	0.011524503	0.047737547	0.052836556	1.012065709	0.009004181
Tzi25	0.016442098	0.000157857	0.015292657	0.006763543	0.005668094	0.001678632	0.005692533	1.33E-05	0.006549024	0.007592518	0.012209108	0.014143081	0.003736022	0.000975608	0.053355311	0.002081738	0.012242462	0.004670355	0.000215379	0.007410901	0.000551639	0.048946768	0.001022042	0.001578569	0.017699115	0.005157729	0.001883557	0.00396457	0.001439267	0.005827942	0.017268041	0.000646136	0.001032134	0.003275214	0.014860995	0.000651024	0.001444744	0.003111926	0.003074136	0.000288831	0.000200444	0.023433511	0.000115904	0.000754346	0.007404113	0.002078796	0.00145565	0.000174512	0.021469125	2.83E-05	0.001765798	NA	NA	0.005907097	0.130330337	0.067844812	0.019982872	0.009205048	0.023322327	0.015361496	0.017957654	0.012555276	0.039033928	0.058505109	0.923127885	0.000958747
U267Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Va14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Va17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Va22	0.002821204	6.86E-05	0.019840949	0.007051441	0.004370512	0.001485851	0.004129247	0.00012516	0.007805174	0.006195623	0.014403513	0.011895354	0.006783231	0.004298001	0.087777901	0.000928036	0.011862713	0.00870422	0.000848588	0.003439628	0.000410676	0.081515463	0.001891415	0.000791704	0.02004008	0.013320378	0.002657562	0.026391094	0.021670369	0.000957318	0.049391339	0.000813027	0.003050566	0.004301068	0.036924296	0.000863412	0.004069077	0.004099089	0.013723971	0.000427909	0.00049246	0.010825728	0.000481434	0.000979371	0.002461206	0.002804117	0.001094527	0.000353645	0.045230328	0.000770601	0.003932015	0.001574792	0.002511883	0.013366528	0.260578136	0.19687999	0.015558182	0.008297697	0.009020891	0.032372437	0.06025346	0.054429847	0.079399064	0.060329586	0.532860593	0.003853862
Va26	0.009239223	7.73E-05	0.023246916	0.005610277	0.002372341	0.000496056	0.003748634	3.29E-05	0.015570405	0.003124267	0.000656141	0.011071349	0.005328131	0.001058727	0.063922984	0.000337533	0.004031359	0.006255884	0.000471285	0.006115766	0.000750884	0.002414012	0.000493162	NA	0.020242915	0.012827599	0.002823717	0.001381734	0.000504795	0.000869357	0.002809132	0.000584722	0.000331862	0.003880708	0.01403854	0.000503348	0.000770215	NA	0.014963632	0.000620142	9.91E-05	0.019119656	0.000320055	0.000311142	0.003894135	0.002312555	0.000590278	0.000245858	0.008848502	0.001866735	0.010236949	0.000644682	0.004254934	0.004928844	0.116082097	0.121743298	0.020929954	0.011283927	0.017494759	0.103198743	0.03258763	0.177519866	0.094124333	0.044860894	0.842359193	0.007463991
Va35	0.012205857	0.000391518	0.035907707	0.010310452	0.018348823	0.000685358	0.013313796	9.22E-05	0.007059806	0.004804407	0.034062349	0.034305509	0.008456638	0.00705135	0.077146753	0.001406439	0.012743949	0.0054113	0.000149336	0.004431355	0.000308739	0.10707849	0.002012469	NA	0.018975332	0.010751154	0.005805695	0.010623735	0.003804788	0.000901826	0.007834041	0.000642731	0.006500199	0.001880218	0.042402383	0.00069531	0.001635332	0.002929769	0.006171384	0.000891989	0.001408912	0.023102953	0.000131733	0.002430909	0.00236648	0.001724439	0.000655214	0.000887099	0.006805199	0.001205675	0.002955943	0.000806621	0.003528206	0.004576319	0.333482586	0.265334004	0.019318881	0.006607584	0.012516619	0.017257589	0.032327919	0.017503799	0.043401635	0.031932839	0.576943998	NA
Va59	0.009499652	0.000357562	0.024565892	0.007229322	0.008224984	0.001717969	0.006453191	8.53E-05	0.007895805	0.021387172	0.028752758	0.038147827	0.013244041	0.003085444	0.143196591	0.002896416	0.01652864	0.006116711	0.001227676	0.009371396	0.000989773	0.161021805	0.002860495	0.001565688	0.020325203	0.049296314	0.015870048	0.014850714	0.005955596	0.002232406	0.023891165	0.000896614	0.004930727	0.003575619	0.054404527	0.000898262	NA	0.003595169	0.01936193	0.001713023	0.000189969	0.022752761	0.000262165	0.001828559	0.004219961	0.000472863	0.000431171	0.002158915	0.047158952	0.00354064	0.003560779	0.002226047	0.00948493	0.188751343	0.447616408	0.204780822	0.037108894	0.012956217	0.021029106	0.041167335	0.022337926	0.015936807	0.09636874	0.079486063	1.181006494	0.001495794
Va85	0.008199114	0.000327705	NA	0.002460177	NA	0.001238763	NA	8.37E-05	0.012778071	0.008036471	0.009792197	0.011392009	0.002260473	0.002101017	0.073438117	0.001172314	0.003387405	0.00689514	0.002228488	0.006246222	0.000768835	0.054490247	0.00302919	0.002846306	0.020618557	0.007542229	0.006048525	0.004137119	0.001771011	0.002274755	0.008592206	0.000733957	0.001239708	0.001547407	0.017317725	0.000392207	0.000204425	0.004658154	0.011737241	0.000331541	8.12E-05	0.016425964	0.000528353	0.000518497	0.004586865	0.004442163	0.000763642	0.000724574	0.001435929	NA	0.008981935	NA	NA	0.002189833	0.149028002	0.118996979	0.025430456	0.013996776	0.013265237	0.042391319	0.013882981	0.014273135	0.066748852	0.027933945	0.743601068	0.002021215
Va99	0.019969401	0.000416633	0.005273254	0.004977937	0.001842557	0.000748634	0.002125627	6.76E-05	0.010113584	0.007263586	0.000611028	0.006292539	0.002632381	0.000662962	0.058284882	0.000739103	0.010734028	0.004273034	0.001640999	0.008097257	0.000492196	0.002617361	0.001208133	0.0014198	0.019455253	0.016147778	0.002537235	0.000986818	0.000865155	0.001680398	0.004230515	0.000865964	0.000425876	0.001880165	0.02177851	0.000783874	0.001210444	0.001557349	0.011468047	0.000790113	0.000253435	0.009960957	0.000404328	0.000199767	0.002961378	0.001811477	0.000251933	0.000661922	0.005428134	0.001010041	0.011462906	0.000423739	0.002736655	0.008216435	0.085202172	0.037387482	0.015950463	NA	0.006046221	0.034135	0.013812725	0.018386384	0.083050672	0.042511631	0.66418059	0.004165378
VA102	0.005570542	8.95E-05	0.013488718	0.004047659	0.003963605	0.000692645	0.004915775	3.21E-05	0.005413944	0.013164279	0.01449824	0.018380869	0.003488725	0.001484135	0.096642843	0.001125432	0.006868834	0.004257327	0.000615417	0.002414555	0.000828498	0.06537027	0.001417547	NA	0.020920502	0.012786034	0.004689712	0.002849684	0.001350357	0.001190614	0.007589654	0.000416658	0.000517978	0.001809176	0.010438401	0.000708171	0.000303827	0.002323541	0.006172441	0.000347862	9.76E-05	0.014061438	2.90E-05	NA	0.00240793	0.001039236	0.000245739	0.000137191	0.004932037	0.000764319	0.008440838	0.000578744	0.002698373	0.008181046	0.178554331	0.069128616	0.017216329	0.007922982	0.003548586	0.016558075	0.014212298	0.01594171	0.05914111	0.033678657	0.45519446	0.00362638
VaW6	0.014424316	5.51E-05	0.032132904	0.006714761	0.004814536	NA	0.004114159	3.55E-06	0.010567435	0.004597584	0.022758105	0.020986549	0.005061957	0.00328962	0.071672471	0.000958436	0.002115254	0.0098435	0.002153236	0.007840688	0.000648994	0.086853175	0.002580469	0.003636924	0.01984127	0.035379494	0.004850955	0.002729932	0.001422028	0.002672238	0.045193967	0.000974903	0.001228214	0.00277801	0.033077397	0.000495264	0.003867639	0.001579063	0.011413248	0.001790487	0.00021575	0.023263225	0.000567862	0.003438482	0.003834585	0.009968863	0.002488279	0.000878386	0.006600395	0.003216361	0.031488177	0.000989506	0.006619566	0.007084481	0.229932254	0.137347867	0.013504864	0.007975895	0.001718264	0.031662334	0.01317992	0.018950136	0.071054394	0.069685691	1.396052424	0.000265863
W22	0.00678521	0.000151923	0.010431358	0.002487035	0.001620252	0.001706059	0.001782796	5.94E-05	0.006371927	0.00817161	0.000741295	0.007522447	0.003981142	0.002287674	0.069930267	0.000461139	0.00175487	0.007154813	9.55E-05	0.004578629	0.000756869	0.004626366	0.001438254	0.000690694	0.018939394	0.017228979	0.002832412	0.008972994	0.003204163	0.001557239	0.003936388	0.000826506	0.000767013	0.001823432	0.046641918	0.000400334	0.000819703	0.00690133	0.007722047	0.000868574	0.00011075	0.023494871	9.12E-05	0.00054629	0.003937821	0.001073067	NA	0.000456902	0.009328038	0.000416027	0.007089593	0.000649342	0.00177474	0.013623109	0.070260272	0.052304445	0.029224918	0.015874323	0.010491387	0.052327319	0.018542917	0.020105951	0.111974211	0.061423413	1.696646416	0.005512553
W64A	0.023644224	0.000129651	0.031236142	0.007528973	0.008740085	1.66E-05	0.008655747	9.34E-06	0.013930759	0.005323087	0.025900124	0.017940354	0.007683601	0.001654076	0.063288096	0.001351166	0.038935905	0.003867778	0.004668839	0.010829014	0.00077144	0.077879921	0.002321901	0.000756218	0.01953125	0.023065086	0.002791488	0.004856791	0.002357987	0.003240799	0.031198998	0.000829918	0.001489045	0.004685295	0.026781056	0.00020576	0.001943998	0.003665015	0.013680744	0.001069825	0.000235264	0.02298833	0.000539467	0.00140312	0.002244146	0.001653018	0.000595594	0.006140134	0.010975591	0.003305684	0.006004606	0.000817752	0.00497698	0.012073156	0.241579542	0.140969669	0.013504328	0.011058134	0.00627585	0.007530063	0.026798024	0.0114411	0.037310432	0.047363281	0.692842371	0.023308249
W117Ht	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
W153R	0.012122274	0.000579612	0.019697002	0.009430794	0.007582218	0.000474925	0.007999003	3.09E-05	0.016614357	0.008062315	0.000780247	0.020956751	0.012453931	0.001662446	0.074531514	0.000311029	0.017083635	0.010547751	0.002571516	0.005663315	0.001467994	0.003094772	0.001728017	0.003195178	0.020964361	0.027058491	0.001576129	0.004817795	0.002098196	0.000906216	0.009902984	0.000722821	0.000718362	0.000754804	0.031364325	0.00107356	0.001525955	0.001637776	0.009428416	0.001367528	6.73E-05	0.008924956	9.95E-05	0.000473023	0.005152722	0.001750904	0.001091751	0.001177177	0.004685584	0.000677641	0.011506102	0.0007035	0.004021557	0.002590063	0.113459145	0.095458197	0.028278867	NA	0.015608171	0.059443332	0.026365942	0.020841155	0.053827763	0.064864367	1.339942327	0.006458553
W182B	0.011884751	0.000215504	0.021909741	0.004446237	0.008228323	0.001160066	0.005918901	NA	0.01080446	0.003108449	0.004436432	0.014278264	0.003180017	0.001485241	0.05783945	0.00026938	0.001739433	0.007567369	7.60E-05	0.007250614	0.001140562	0.029041093	0.001287589	0.001730214	0.018656716	0.032233953	0.004100652	0.013893618	0.005307614	0.001273307	0.008515342	0.001192413	0.001034196	0.002011638	0.025676319	0.0005386	0.000960123	0.009017226	0.009795843	0.001506397	4.87E-05	0.023751704	0.000307216	0.001966395	0.003440391	0.00150645	5.69E-05	0.000106793	0.008909793	0.001173815	0.005769956	0.000890686	0.005401244	0.012387008	0.172205144	0.089701771	0.013023188	0.016981727	0.004213555	0.018355334	0.014425774	0.014031659	0.132150292	0.077594321	1.140186764	0.006868036
WD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wf9	0.006695802	0.000252347	0.030010049	0.010732814	0.007990156	0.00053756	0.009438212	2.82E-06	0.007658685	0.003155033	0.004682855	0.019530966	0.01857599	0.002492287	0.094433175	0.001256942	0.048968464	0.007470833	0.007340014	0.006547092	0.00082984	0.029149518	0.004461199	NA	0.020746888	0.02408572	0.004417362	0.005827512	0.002531232	0.001928485	0.012736074	0.00062988	0.001489521	0.003242806	0.041784326	0.000669664	0.003408665	0.007336702	0.009001028	0.000851585	0.00017693	0.014665151	0.001287782	0.002875553	0.002621426	0.002763168	0.000592517	0.00522086	0.017650321	0.001021349	0.010994354	0.000721853	0.005046105	0.022946105	0.190655314	0.152020121	0.027106682	0.016758167	0.018381355	0.027837947	0.029865547	0.004609188	0.047609814	0.067149006	0.439396374	0.008963542
Yu796	0.01192819	0.000355734	0.021905428	0.005084667	0.004344475	0.001332307	0.004709119	0.000128197	0.016115942	0.009708344	0.003695244	0.007138682	0.007404584	0.002085	0.076445219	0.000960548	0.044668408	0.007706526	0.001040605	0.015161645	0.000618645	0.035432559	0.001473802	0.003310253	0.019455253	0.00681892	0.006708077	0.00296722	0.001200652	0.000506871	0.003708144	0.001060153	0.000882021	0.003239905	0.048056989	0.000647968	0.002933176	0.006508866	0.015431204	NA	0.000443969	0.023334614	0.000528281	0.001260229	0.004854338	0.002534355	0.0013728	0.002020502	0.063429282	3.22E-05	0.018808748	NA	0.000138769	0.079812324	0.216573013	0.088095437	0.033996063	0.017018283	0.041219214	0.030208972	0.034509109	0.074020419	0.074391703	0.054004866	0.677538296	0.05893281
